# x[kpc] y[kpc] z[kpc] v_x[km/s] v_y[km/s] v_z[km/s]
  15.0904  -14.0288   19.1066  278.1938  112.7645  -37.9430
 -17.3989   -3.9156   -4.8486   64.6489  147.3593 -191.1939
  -8.9810   -8.8732    6.0267  122.9863  -55.7663 -126.2404
  10.5655   28.3177   76.7736  102.7940  259.2769 -163.0046
 -14.9881   -3.6027  -11.2537   62.3797   48.1664   54.3032
 -45.2646  -79.1706   22.8222  -27.6189   60.8614  -22.7060
  12.2841  -66.4292   56.9296  272.6860   48.2897  137.2741
 -38.9454  -15.6917   34.9397  100.8080  -74.3293   63.5165
  34.5013   -4.9485   44.4517  264.8764  213.1333   -7.0814
 -30.1507  -10.0818   -1.2042 -201.6288  -74.0300   77.9231
  11.9380  -42.4763  -24.9689  -18.0749   32.6863 -125.4121
 -27.0036   16.8035   24.5120    4.0514  175.9486  132.7633
 -24.0813   -2.4667   -4.8116  182.0283 -215.3030    4.2943
 -20.1413  -58.3418    0.3581    0.4512  -67.4535  -23.2438
 -52.4477    6.5899   50.1519   99.0697    4.3998 -107.6815
  -3.9606    3.6994   89.1309  285.7843  190.3546 -105.0315
  -2.3635   15.4814    0.2497   71.8153  -83.0256  -97.6880
  -2.1615  -19.5256  -55.0405  207.3093  104.2977   36.5860
   4.1609  -12.2899   -0.6007    5.9880   88.0335 -100.8686
 -56.5935   56.8457  -16.6564   96.9789  140.1196   66.0137
  10.1171  -57.0081    5.3879    8.9357   17.6093   85.0392
 -22.3632   -0.5636    1.8030 -137.0675   71.1176   94.2622
 -15.9141    5.1300    9.3422  -92.4946 -124.3459  145.1213
   9.9159   31.1643   -6.9012   28.1904 -119.8268   -0.7075
  -5.0806  -39.5569  -25.1940   44.7140  125.9160 -199.5732
  -2.8509   26.1382   13.1382 -217.0340    9.5176 -174.6259
 -43.4031   11.9004   -9.1458   72.8201  195.6088 -289.7122
 -11.8889   43.3543  -48.4287  118.1143  -77.3628   81.3843
 -14.0421    6.8667    5.5092   61.1280  -62.4241  -59.6433
   0.0141    9.0807    6.9217   65.0016 -108.2538  -28.7944
 -24.8458  -42.6051  -38.1508   76.6197   65.5158  -15.1604
 -30.1850    2.9705   -3.0871   -5.4177  -14.0491  -74.4014
 -30.9360    5.0254  -12.7607   98.9098   99.1542  -10.9873
 -12.6425   -0.1073   11.2441  122.1554    2.1448   -8.8155
 -51.1462   34.6950   10.6619  272.3464  -35.3361 -314.9674
  -1.4561  -11.3329   15.8726  164.5595  -60.5381  125.0074
 -34.1534  -19.1959   -1.4863  -23.6153  113.4741  -36.2485
 -11.1128    7.1241    0.0395  249.8652  -38.9396  -37.8715
  -9.2546    9.9493    3.3295  208.2457  -24.3626  -93.9699
  12.1956    3.2985    3.7928 -137.4624  249.7904 -183.6652
 -16.8874   -1.3243  -17.3905  197.0893   95.1223   -6.8069
   7.1268  -21.0206   -3.9304  172.2061  181.6597  -32.8250
 -10.1149   13.2461    7.9181   80.7871   76.4344  -14.8834
 -31.0873  -48.0462  -12.8416  198.4529  156.2144 -311.1179
  16.6325   12.1241    8.5309   28.9209  160.1986  -78.7244
 -14.0021   12.8827    9.1475  -48.7845   83.3281 -168.8553
 -10.7388   -3.4813   -1.2152 -166.1911  -18.9907  -82.0439
 -40.7533    6.3966  -35.7869  102.3826   60.9670 -101.8020
   7.1709  -30.7480  -19.4707  175.8121  129.6303 -140.5615
 -33.5883  -17.3495    9.2382   25.1543   63.4147   18.2464
 -23.6330    1.1865   -3.6256  -89.6430 -181.3813   34.3477
 -14.8966  -16.2885   -6.9103 -162.6557  138.4149 -147.2965
 -26.1997   -5.6586    5.0613  -50.4935  -80.7036  -72.1789
 -11.0472    9.8479   13.0984   41.9192   -0.9528 -119.1707
  -5.2705  -28.0482   17.4952   16.8459   -4.7627    6.9848
 -13.6010  -10.9028  -12.8570   33.3178  169.0795  -37.7243
 -15.5396   -2.6650   -1.8238  275.8893  -68.4618 -173.9080
 -27.0772    4.2217  -15.5005  122.5131  -64.7375   53.3350
 -12.7075   -2.8768   -9.3208  -26.0066  214.6263  -19.5628
  -5.1804   -9.8798   -4.0183 -171.5319 -206.9690   28.9832
 -20.9031   40.5776  -50.5636  -50.8409  147.0678 -146.8118
 -20.5580   10.6600  -15.8367  158.6433  208.5246    0.9612
   5.9767  -27.0468   -8.7122   33.6517   39.6826   92.8483
   6.7159   19.6414  -15.8562  -17.0099  132.8188   51.0994
 -22.2040   -6.1154   18.9059    6.3000    8.5140   -4.9876
  -0.7319   -8.6782   -7.1292   11.0673  -57.4650   36.3138
   3.6466   13.1627  -37.3489  -75.7111  -99.7761  113.8823
  51.1127    1.1448   54.7860   10.0169  178.9792 -185.3823
 -19.0023   -2.6211  -37.8896   78.0137  253.2487   -7.1311
  -9.9589   12.0394  -32.3239  145.5372   44.5869   50.0780
  -5.4657   -4.6400    5.4641   32.9788   85.3742   24.0117
 -10.5402    9.2157    8.3173 -213.3632   90.3043   53.9453
  18.8112  -20.6786   11.4269  221.8646  137.3165  -94.7949
 -14.9174   -4.2510   -5.3166   68.4863  154.8119 -140.2054
  -8.9649   -2.5794   -2.2124  -16.0354   69.4287 -102.5981
  -1.2630  -27.9254   -3.0496   54.3789   89.2730 -146.4847
 -11.2076   -6.6804  -56.7023 -114.7764  139.9377  -52.7996
   4.5246   24.6379   14.6834   83.7806   68.9440   -3.5265
 -51.1749  -22.2259    1.3022  -47.1438 -126.7005  -51.4763
  22.4005  -28.2432   -4.3267  165.4527   18.8038 -149.4714
   5.4602    2.0202   -0.4627   70.7156   79.8019 -237.0753
 -10.6109   17.4343   31.5335  168.0748  270.7436    9.4811
  21.0728  -39.8776  -57.1531  -10.5725   74.9766  -90.9363
 -26.8670   -0.0880   15.2734   72.8299  -35.3712    5.4586
  -3.0945   10.2356    1.2907   73.6586  112.6170  -60.9442
 -21.0661   23.2492   10.3136   63.0899 -193.2552  120.6487
  -4.4819    7.1671  -64.4154   94.4443   69.6705   61.2458
  13.1563    9.7609   21.6656 -119.5657    1.6148   63.9531
 -15.1994  -28.6418  -59.8427  144.7411  -21.7307 -131.8311
  -1.0691  -56.5108  -10.9539  -36.7314   69.5838  -21.3309
  -8.9255   32.4023   45.6767   73.5165  175.1456 -190.2101
 -18.3190   15.7471   11.8954  307.4685  157.9432  -15.1975
 -17.9289   10.9031  -60.1068   70.9390   35.3472 -152.8839
   9.3272   12.1864    2.2503   72.8940  -89.1424 -241.0747
  35.7627   24.1420   20.1849   15.3697   23.0432   -4.8151
   9.4233    5.9194   13.2608  219.8725  -62.1201 -158.1759
 -16.5072   11.0991   -3.4073   66.4118  136.5170 -118.3292
  -9.6205   -4.9877  -18.3588   75.5060    5.9176  215.8036
  16.3454   58.1816   31.1670   78.5832  139.9242 -184.6413
 -29.8982  -26.1456    6.7676  -58.6893  -64.8089   49.3535
  -8.0407   15.3845    7.1216  -26.2100   39.1688  -82.2252
 -27.7455    5.2730    2.1810   15.9720    0.2658  -16.9902
  22.6860   12.8313   56.7923 -221.7042 -130.1250 -121.8207
   0.6921   10.3580    6.4002 -154.8283  152.6153  -69.6725
   4.5807   17.9838  -18.5064  199.6414   -7.3163 -112.4298
   4.5434   29.9732  -29.6481   98.4409   -2.8596   10.2376
  14.3016   53.5873   15.5809   82.0666  -14.3129  -59.6800
 -20.2551   -0.9638   -4.5758  146.0966  231.6534  131.1097
  11.6152    3.6818    0.8796  -14.6743  -49.7439  -12.7399
  10.2461   23.3338    8.6421  149.2258  -18.5883 -129.0454
 -41.4993  -30.8615  -20.6641  -46.6527   72.4140  -75.5891
 -15.5124    8.6214  -13.3996   50.6339   82.9857    9.5324
 -67.6559    6.3782  -21.7506  -82.8521  411.3793 -220.3268
  -5.3617   41.1148   18.4226   93.9282  -78.2129   94.9689
  -1.8937    2.3436   13.3969  -23.1882  100.5293  -51.3815
 -22.1764    4.0384   -8.7112  -71.1112  -94.9407  -65.0809
  11.7006    2.0959    1.4260 -118.8842  -89.2212 -147.7262
  -8.0826   -7.1304    7.1740   43.1287  138.3020  134.0787
  37.8353  -27.1582   -2.6229  -27.5077   32.6937 -250.2735
 -17.6715    6.9114    8.9898   51.1902 -207.6011    4.9343
  -6.5782   31.8953   13.9814 -156.6113   69.4418  -26.2061
   9.1596  -13.8840  -11.7409 -171.7797  -36.4406   32.0792
  -0.1339   15.3934  -17.9902   52.6611    8.1134   25.7359
  18.4260   -6.8540  -11.4917  158.3159    0.6708  -52.6866
  -5.3635  -52.0594   21.0942  101.3139 -179.7200   64.5759
 -33.8258   34.3316  -10.5726  187.0774  -15.7745   -3.1116
 -15.7374  -13.2194  -29.4580   26.3116   -5.2422 -163.2618
 -20.7781  -16.5451   -7.3848   26.9229   28.8419 -157.2721
  -9.1183   22.3903  -19.1201  177.6113   79.9442   63.5709
   3.3271    3.5044   11.9849   17.3123  196.2065  -86.3372
  -7.3956   -3.2758  -41.9336   11.0561  -16.0623  -31.3736
  56.1973   26.5649   34.8903   76.4692  108.9449 -163.5513
 -11.9538    5.4232  -15.0115  287.7717  129.9719   43.6296
 -31.6670   -9.0560   -9.5597  -20.4254   97.8047  -34.9007
 -14.0773  -17.4744  -12.6808   -6.1204  135.1937  -46.8166
  18.1819  -53.5596   10.4542  135.4217   11.3975  117.6914
 -15.6817    0.8263   42.7045  156.5347   36.9136   38.8064
  -6.0010    7.4663  -11.1533   81.4933   10.1994  205.9758
  77.0257   25.3501   -0.1122 -138.4250  227.8141  -17.2251
  -2.3841    0.8143   23.8201  273.4801  -33.8242  134.2155
 -29.7345  -40.2301   50.0548  -46.6608  114.0280  125.9741
 -14.8537   -0.7380    5.4147  -36.9149   53.3715  119.3071
 -11.0888    2.8103  -19.4076  285.7894  161.9135  156.6745
   4.3916    9.4297   31.0723  -87.9273  170.5839   15.6679
  30.5756   -5.4727   -7.5085   66.6827  149.6240 -279.4595
  -7.0539   -9.0185   -6.6158   86.6589  149.0093  -85.7287
 -32.8552   37.4749  -44.4565  106.3249   59.0697    1.9562
  -9.8718  -17.6203   -1.0419  -16.2663   56.8919  -10.3954
  -8.5536   -8.9448  -16.7881   46.5316  257.2917  -12.9430
 -27.2668   -4.7557  -16.2458  107.1710  195.5602 -186.5294
  -2.7166  -25.9286   13.0429  146.5778  -84.3041    5.5013
  10.7503   -0.4835    7.4726   73.1048    7.9249 -126.4413
  35.3070   13.8816  -20.0966  -13.2371  -96.4980  -60.8252
   5.0931    2.8591   -8.2612   51.2252   13.8200    4.0631
  -6.1070    1.7131    5.7745   33.0255  118.1627  -86.5040
   9.0826   -8.3916   14.6449  -71.9006  -38.4697  -10.9405
   6.4284   32.3786   18.2021 -197.9111   -7.5779 -157.2830
   5.4238   14.8232   -3.5698  -37.7893  -21.6697  -32.0528
   4.9131    6.7856    1.4350  -89.6837  260.9715  -56.5099
 -43.9038   50.1982   -6.5931  154.7784  -34.8018  -31.9546
 -34.3882  -21.6051  -31.9157  118.0915  129.1693 -115.8745
 -42.6467   14.9374   37.8489  -80.8461   82.5363   63.9510
  25.3273   62.6694   47.0714  -40.1852 -165.0389  147.7088
 -25.7073  -38.0880   17.3404 -103.5390 -149.1218   15.6464
 -14.3632   -6.9352  -13.4322  -16.4027   23.1385  -30.8677
 -18.0319  -16.0626   -2.0117   38.5157  -54.2390  -78.2812
   8.0313    8.0832   -2.9673   17.9613  100.6942 -121.7190
   6.4784  -50.0046   -4.7049   48.3460 -218.5990   69.9359
 -67.6592  -26.8350   -0.9000 -162.3093 -168.3513 -175.2973
  -2.8582   -3.2811   11.9396  151.9961   81.0472   79.5616
  14.6779    1.0963    8.3747   90.8985  184.7826    1.7959
 -52.4809    3.3617   18.3248 -161.0402 -266.9078 -105.3525
 -12.9564  -20.7464    9.4893    7.0736  -25.3575    6.6752
 -15.6886    4.9268   -9.4122   -0.2462  155.9188  290.8900
  -3.0503   -5.1530  -10.1153   13.6395   94.0152   94.4397
  -2.1073    8.5194   42.6274   96.8429  -86.9822  -31.6313
 -14.6072   17.2637   22.7107   37.3817  127.0275 -120.2286
   1.8108  -65.6602   -0.5514    5.0940   42.3675   74.5013
  -6.3948   14.6853   -8.2835    5.2610 -262.4826  -10.2946
 -36.3255   36.0566   13.5195  316.0645  356.9239 -207.2474
 -26.2870  -35.0209   21.2889  -28.5358  -97.3533   62.2102
 -19.9242  -10.7356   13.0755  -91.9723 -151.5730  182.4626
   5.9470  -12.4133   -2.2066   67.4714  185.9792  -20.3317
 -24.7572   79.7020   62.6971   95.8341 -115.0802 -145.5096
   6.8037    8.7108    7.9231  103.5785  -23.4327 -131.8607
 -10.9297   18.2300   -1.7563  218.3434  -18.4210    3.5140
  14.3020   -5.3832  -20.7069   97.1330 -239.9234 -126.8975
 -11.4227  -14.8733   16.6713  109.6327   49.8750  -20.7760
   9.1046   -2.9092   -4.7280  -38.4134  -73.7088 -116.7425
 -21.5515   83.6510   -8.9338   26.4196  174.7852  -67.5637
 -23.9698  -40.5560   16.5512   83.6289   47.5468   13.2590
  -7.6056    7.3148   -0.7991  -12.4821  -65.6420   47.6725
  60.1526  -77.6496   -8.5368  260.3653   85.5871 -295.5423
   6.7946   17.3247   29.4773 -109.3850 -206.7315  -20.7708
  18.5794   -3.6101   18.9561 -102.8750  101.5744  -24.4906
 -22.1687  -13.8681  -25.5523   40.6677  166.7929 -138.9754
  -4.0224  -38.0667   -0.1444   -2.2081  -14.9233   58.8572
 -20.3337   23.2479  -12.0096  -17.6364 -220.8632  -18.7355
  -2.2137   -9.7852   18.9175  205.7020  161.0237   49.2402
  -7.3513   12.4607    8.9874   12.9606   16.5636  -68.5829
  38.0888   22.1389  -46.1946  -92.9835   43.5050  141.2872
   8.4436   -1.3161   11.5544  196.2669  114.0141  -87.2394
 -25.9481   13.1913   16.2874   33.9500  -68.5968  -68.9623
 -33.8790   28.7811  -29.2920   93.9104  -83.8633  125.1981
 -35.4914    0.4780   16.6086  -26.6737  -88.3877 -116.2950
  -9.2327    6.9466  -15.2421  156.9652  -13.2001  -10.9276
 -35.0499   29.4603  -66.3388  243.0215  262.3534  -55.3073
  -4.9739   -7.8439    4.5518  146.8867   43.5572   98.6065
   1.3870    9.4759   -3.0893  -32.0676   99.0296 -120.8701
 -11.6193  -10.9178    3.8052   37.8001  153.1156  -34.7995
   2.5191   -2.1989    3.7187 -144.3854  121.3960 -128.0943
  16.2321  -13.8625  -33.5455  212.5458  143.9370 -135.1939
  10.9407   12.3931   21.4809 -133.5597   61.0348  -62.8544
 -19.1870    3.2474  -10.2451   98.9503  -45.5459 -229.1630
   0.1953   11.9033   14.4041 -130.4962  300.9000 -167.7700
 -24.9254    3.9611   -3.7426  -38.1202   70.0595   66.5122
   8.6275    0.2767  -19.8400  -17.9690   26.2795   31.5366
  16.8665   14.5369    0.7877  -32.8699  171.2348  -74.7472
  20.4875  -70.8752   12.1774  130.5190  -47.0150  152.0609
  -2.8807    5.8764  -19.7589   72.0161  -62.9425   42.2759
 -14.5488   -1.9780   12.9258  115.7320   54.2527    9.3170
  14.6946  -43.0681   54.0046  196.2371 -163.8589   52.7215
  -4.6792  -19.8006  -15.6236  -97.6563  115.1822  -70.9965
 -17.4326   -2.9933   -9.7972  133.9852  219.6184 -167.4421
 -30.0799  -43.1368   34.8935  -82.2765   26.0614   58.1134
 -25.6579   -9.3002  -16.2191    1.6676   85.0015   27.5255
 -12.5386    8.0198  -11.9874  242.3622   38.4105  -14.0032
 -35.7930    2.8883   18.7289   85.9720  120.1629  -61.7776
  -6.8069  -37.5834  -19.0269  -54.3931    9.7194  144.1354
  44.7177    3.7702   -3.9627    1.7339  244.9489   -8.7610
  -2.1865   -8.2074   16.1015  113.4847   24.4123  -78.2566
 -10.2535  -21.6219   14.4642  142.0490  -42.2093 -112.8979
 -30.5838   11.3156    1.1796  103.6568   66.2061  -55.4761
 -33.9536    4.1832   17.2741   71.5227 -118.2781 -134.1733
 -22.9766   -6.0681  -18.4030   -3.2424  137.2451  -40.1461
   3.6428    4.9540   11.3922    1.9676  290.0696 -212.3939
  -7.7843   -3.3297   20.9865  143.2801 -127.9971   96.1791
  -4.2611    1.9682   12.4971   85.9732  116.7423  -57.9971
 -23.4416  -16.7907   11.1711  -47.5848  -24.2306 -117.1534
 -14.8034    6.9982   -3.1047  137.6961   93.4367   19.3261
 -53.8296   23.3049   22.8782  -76.6860    6.5376  -47.2348
 -13.4984    2.0474   25.3212  -93.1355  -93.6108   15.8028
 -31.6718   17.4962   -9.6465   50.7148    6.6732   30.9571
 -57.9470  -67.3437   13.6086  -40.2890   39.2543  -85.0854
  23.2836   30.2990  -20.5354   15.6127   -0.3943    4.3169
 -28.8982  -49.8532  -26.6595  -34.3323   24.2164 -290.1168
  -2.9918    9.2150   -4.6859  -89.2375  227.0913   99.6490
   1.8569    2.7056   -1.3968  -12.9866 -199.4937   16.8382
  -2.0856    0.0578  -13.4393  159.1613  -32.8361   26.5336
 -14.8278   -5.9773   15.7201  119.6823   26.5944   38.5357
 -11.9306   -3.3449   12.5623  173.5405    1.3093   54.4562
   1.4386   -7.5880  -14.0035 -107.4719   17.3921  159.1716
  87.2839  -13.2888   34.6228  219.8019  125.9380  -84.3926
   5.5241  -20.1767  -49.9750  288.4418  182.0550    6.2823
 -17.9156   24.1729  -13.5949  236.6814  146.2204   13.5143
  18.3579    8.3321    7.0288  167.6571   32.9421   -6.1513
  -5.3841    3.0609  -72.9966  199.3799 -121.2738 -107.3785
 -17.0814  -20.6875    1.6328 -256.1287 -214.6955  -18.0150
 -21.2195   18.3621   13.4046   73.6203  -29.9257  110.2712
 -26.6091   -6.1012    7.8405   17.5291   15.7692  -73.1276
   7.5530  -21.0893   19.5097   28.3990   19.3049   92.4937
  -4.8364    9.5280   10.2890    3.9885   54.3946  -20.3692
  -0.6313   -5.8867   12.2397  203.2961  208.4868  -24.9009
   7.3991    4.6602   59.7976  260.0738  208.2354  -74.5078
  38.4663   21.6833  -25.6308  -66.8141 -201.7918   14.6380
   1.5152  -15.6672  -32.2681  -59.2470   11.0452  -83.5060
  25.0383  -10.3117   -5.5230  -14.6375   27.9036 -171.0363
 -19.7863    2.4365  -14.8694  196.9990  -19.0615 -128.3398
 -19.0408   -6.9452  -13.4056 -130.5370  101.8993  194.6920
  -0.4133   -5.9611   -9.2871  -54.9883   57.5412  177.6964
 -14.0756  -19.2084  -17.4012  279.2455   64.6602 -156.9967
  16.3005  -19.3201   26.9990  134.4040 -106.1611   69.3509
 -18.0511  -20.0969   30.3551  -21.7213  112.8431  -58.2865
  68.7646  -16.4306    2.8098  125.7230   38.7886   16.8360
   1.2879   -3.8900  -18.5142   66.8322 -103.0111   88.0617
  -6.5525   -8.5142  -23.2910  178.3317   94.1061 -145.0891
 -15.0527  -10.1793    4.6612 -102.6752 -113.8756  128.5309
   1.4096    6.8448    3.0089  -50.1485   -2.0025 -151.7783
 -42.0086   -0.5361   18.0032 -152.6514  -98.6142   -6.9746
   4.8615   17.1468    6.3144   43.3972 -170.4741  -53.8016
 -13.8537  -47.6977   19.5634  106.0138   29.2633  185.9076
  -7.7963    4.3231   13.0769  108.2254   67.4895   15.6178
   5.7987    2.8267    9.6874   71.9263  -34.6468 -110.5986
  -5.1781   10.8257  -30.2093 -166.9974 -187.5039   82.3406
 -29.1349  -27.7137    5.9092  -31.1868  158.3760  107.4375
 -34.1496    6.9429  -46.3909  113.1833  240.4814 -228.1191
  -0.9479  -13.6685  -11.9210  255.8733  297.8616  -88.9417
  -4.2937   45.2233   49.9586   76.9515  197.7543 -122.8479
 -26.1588  -10.9313   -6.4568  -86.4786  110.4640  144.2207
   7.5813   35.9195    2.3582   39.8377  -60.5289   65.3368
 -18.3914   -2.6915   12.1025  140.1384 -118.9441  -70.2107
   1.2222    6.3787   -9.5914  104.2387  216.8372   68.1627
 -26.6015   23.7702   -2.6950   -3.4290  -36.7481  136.2801
  29.1407   11.6871  -34.0908  147.1121  -13.5027  -39.8703
  -1.2086   10.1930    5.6055  208.5697  148.4644  -97.9474
 -11.4084    9.7547   10.4187  -46.0923   -1.7228  112.2408
 -11.1364    2.4026    0.9943   12.8708  192.6000   34.0400
  -3.9425   -4.7098   -8.2738   80.4090  109.0054   81.8105
  -8.4305   -9.5239    2.1509  -19.2915 -133.6032  -33.3527
 -21.7642   23.3729   24.5398   77.1610   15.2995   88.2507
  -9.5008  -25.2307    1.3936  -19.9106   32.6049  119.0496
   3.7702  -22.8036   75.0136  156.5924   22.9519    5.0744
   4.2008    1.5438   15.4887  -78.2856  137.3371  -79.9600
  30.7926   10.1707   56.1793  113.7858   36.2720  181.1462
 -10.6320  -14.8120   -2.4857   23.0051  -49.4831  -75.9355
 -17.3325  -18.8609  -15.2512   44.7742  227.3084  -59.7940
  -0.6097  -14.4622  -60.8899  160.7710   22.4564  -49.9285
 -14.2692   20.6988   -8.5694  -47.4164  128.2936   91.3388
   7.7531    7.5442  -19.5052   14.8789   -3.8130 -119.3583
 -10.7274  -10.0279  -14.8016  -44.2207  320.6893 -322.1595
 -14.2963   19.8423    3.1052  228.2671  -11.3907  132.3614
  -3.0867   47.6528   36.5034   77.0392  144.7474  -11.3545
  -4.8841   -0.4404   14.4138  218.0931  112.4191   14.1721
  41.6143   24.7933   -0.0052  147.2063   37.6815  136.2806
  -2.4385   -7.2241    0.9817   28.7892  -85.9606  -70.2452
  17.8279   21.2736   42.3313 -280.3690  -55.2192  -41.8849
   6.1247   -7.1144  -25.0701   32.4911   15.5591  197.8767
  -0.7098    4.8119  -10.7776  113.2626  -84.8826   55.4834
   5.1853  -11.1582  -27.2110  123.9121   32.6661  -74.7869
  13.7847    1.3399    0.3421 -188.8205  -99.0490   32.1903
 -38.2593    7.5213   10.1303  -61.3464  -34.6417   19.5579
   9.5970  -11.3391   -7.5820  -86.2970  -33.3262 -196.0590
   1.8294  -15.7693    9.5808  149.6612   41.4084  -22.4401
   1.3034   -1.6462   -8.9612   15.0518 -200.2768  -12.9853
 -31.2487  -27.4056   19.5849   53.4017   72.7602   58.6526
 -22.3598   -0.6500    5.5975  -12.4054  -59.5752  -91.3933
 -22.2165   25.5958   39.9363   13.6074   73.3795   45.4662
  70.5196   35.4825   28.7548  173.5304  -30.9395   24.2212
  28.6880  -61.3174   36.3264  119.2451   22.8484 -107.7755
  -5.8877   10.8626   10.0649  108.6547  -38.1257 -122.3660
  35.3974   12.4887  -40.7422 -112.4439  106.5857  122.3576
  -8.0116   26.9542    8.2466 -100.0004 -114.9565    2.0097
  -2.7377   23.3675   28.3154  371.9193   27.3699  -63.9194
 -54.0494  -30.2894   10.8673  119.2979  221.1713  -53.3011
  -8.9449   17.1874  -10.1921  -82.0602  -83.9074   71.2441
   5.1758  -15.2330  -90.8928  249.5527  -61.3050   17.4507
 -12.2158   -1.4150  -13.4730  168.3924  132.3050  -81.4114
  -6.1503    1.6702   -5.1792   92.1526  -55.4018   45.6666
 -13.7620  -24.3545  -16.8376  -91.5563  -18.8250    0.4344
  13.4895  -19.8562   -1.8488    1.0565  -98.4222   65.0853
 -32.7267   25.1484   -4.5349  106.4310  122.3401  -64.0596
  49.1273   62.3742  -20.6249   29.3249   -1.1010  -17.4971
  34.8152   -4.7169  -25.6916   16.8237  -25.2828  -70.4839
   7.2348  -13.9528  -18.4569  155.4159  -57.9801  -31.6860
  -7.4635    0.1805   12.8019 -118.1604  -52.3244   25.3561
   0.8301   -6.7378  -15.0113  124.1985  -53.1492  146.5175
  12.0001   22.8270   -2.1194  -40.5156 -107.7907   68.4955
 -27.4208   12.3812   -1.0717  184.0907  107.1702  -20.9839
  -5.8402   -5.5036    2.9991  183.5115  -98.8387  137.7766
 -10.4661    1.3949  -12.1448  284.9098   34.9699   26.4683
  -2.4082  -13.6023    3.8291  186.6514  103.2456  317.0126
 -23.6070   -5.9105   -3.9113   79.7741  -27.7316 -163.5483
  -6.9008  -15.8054   14.3878  170.9048  -49.0061  140.1040
   5.0061   84.8989  -10.6035   78.8645   87.6520  -19.0560
  -7.4807    3.2633    1.5639 -109.5252   51.1143 -177.8606
 -24.7151  -38.3109   33.2421  121.5909  -87.8633  142.7118
  12.0226   25.1957  -15.2879   17.5699   73.6608  -13.7152
 -40.4555  -17.9977  -20.6527   53.3734   -4.4910 -252.4727
  -0.0125    3.6379  -27.0304  106.3787  197.0537  -27.9953
 -59.3209   -2.6226  -59.7146  130.1492  258.6814  -93.1071
  -8.3671  -13.3690  -11.6710   85.0845  207.4477 -132.6334
  -6.6891   -6.0816   -3.9421  -81.7018  -27.7861 -143.2136
   1.2833  -10.2399   -5.0268  165.1167   34.4170 -169.0249
 -30.5941   -2.6860  -11.3751   97.4966  107.4426 -134.8090
  15.4915   -6.2926    6.8209  -69.2330  158.6092  128.3501
 -19.8560   -2.3695   24.5863  315.5300 -167.7782   37.4459
  29.5623    5.0835   -1.3349   68.8170  -94.4015 -201.4923
  -0.0924   -8.7328   -6.5240  234.3659   16.9313  -59.0027
  -5.3110    0.4480  -11.3205   51.0566   -0.8141   63.3669
 -11.7012  -73.7974  -38.4127  -19.4204    7.5574 -112.0407
 -10.2343  -12.1826   -6.4240   93.2552  186.2006 -163.2135
  16.5863   -2.0911   -8.8865  -89.9298  -69.8049 -149.2985
   1.2923   17.3635   37.5545  -76.7056  113.5074 -149.8283
  43.6683  -33.6875   45.2339    7.3724  217.5546   30.1540
  29.7579  -17.6672  -31.9912  -27.3770 -269.6720   -8.1971
 -74.3451  -24.7586   24.6093  -63.7964  140.6437  230.7381
 -13.2508   -3.6189  -38.5077  171.7890   72.3238 -102.1506
 -47.8353    0.7006  -16.3042  113.4778  170.6072 -182.7407
   0.9858   10.3941   -5.2752  107.9978  -49.1728 -176.1963
 -16.8569   -1.6898   -9.5356  101.8849   56.6910   29.2194
  -4.9899    7.7886  -14.5047   84.1539   55.2480  -44.8512
 -29.9515  -19.3382    5.1636   42.8589   72.1781  -25.0996
 -10.7971  -27.2055    5.9247   95.1087   65.2390  -26.7642
   8.1648    1.3965  -20.2457   77.2833  -24.6417   16.5561
  16.8633  -18.4157    0.2644  -43.7105   63.5443   42.2346
 -52.2569   30.3228   14.9951   19.1385  196.6506 -525.6181
   8.7314   11.5624  -30.6686  164.1444  110.9218  109.9335
 -25.0800  -13.0133  -13.9494   -1.5506   81.0034 -104.0110
 -27.7310  -15.2509   24.4776  -31.1384  -72.2379   18.6379
  22.9842  -11.3919  -12.5165 -143.4507  102.9936   51.4933
  -1.8296    2.7395   -9.7766    3.0160   12.9401    1.0677
   0.5053    5.2110  -31.2472  103.8470  -91.3500  -10.0307
  -0.2678   15.4322    1.7750   50.9491   50.8880 -280.2935
 -47.1180    0.6527   21.9286  -14.4162 -136.8115  -84.7552
 -23.5895   -2.7468   -8.2852  -48.0350  143.6568  -53.7784
  21.3049   20.7579   -8.9884  -77.1210 -154.7148  -78.0275
 -31.9407   60.2858   68.3849   34.8314  -30.0062  -13.1620
 -13.7090   -2.5580   12.8377  100.9719   54.9374  103.2057
   5.7864  -12.3062   10.3364  -14.9503   69.4789 -100.8752
  -1.4508    0.8125   14.5166   32.5408  145.4468 -147.8002
 -10.3368    4.9974   10.1096   50.7816  164.6283 -222.4936
  18.5202    2.7327  -20.2474  -13.5475  -88.7486  -19.5605
 -13.9078   -4.7377   17.2467  118.3092   37.3568   56.3226
  13.1915   -2.0069   -6.6677 -130.4135  -28.1803 -259.3568
 -64.3820   26.7787   12.3437   43.5965 -177.5724   20.7010
   0.7227   -2.9518    0.7642   60.9622  153.2174 -115.4180
  -1.0665   17.5731  -11.9714  -18.7594   33.4270   18.6035
  -2.7280   -6.5538    6.4193  -53.2913   33.7378   55.9782
 -36.9218  -15.2634   48.3864   67.5932  120.4367  -57.3106
  -2.1818   -1.8802    0.2082  -14.1830   71.7655 -268.0529
